Artist Name,Title of Song,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,hot_song,cluster
Brenda Lee,Rockin' Around The Christmas Tree,2EjXfH91m7f8HiJN1yQg97,0.589,0.472,8,-8.749,1,0.0502,0.614,0.0,0.505,0.898,67.196,audio_features,spotify:track:2EjXfH91m7f8HiJN1yQg97,https://api.spotify.com/v1/tracks/2EjXfH91m7f8HiJN1yQg97,https://api.spotify.com/v1/audio-analysis/2EjXfH91m7f8HiJN1yQg97,126267,4,1,0
Mariah Carey,All I Want For Christmas Is You,7iKRL1F3m4t4dkMponnD0P,0.548,0.871,7,-4.253,1,0.0708,0.00113,0.0,0.765,0.64,128.136,audio_features,spotify:track:7iKRL1F3m4t4dkMponnD0P,https://api.spotify.com/v1/tracks/7iKRL1F3m4t4dkMponnD0P,https://api.spotify.com/v1/audio-analysis/7iKRL1F3m4t4dkMponnD0P,215653,4,1,6
Bobby Helms,Jingle Bell Rock,7vQbuQcyTflfCIOu3Uzzya,0.754,0.424,2,-8.463,1,0.0363,0.643,0.0,0.0652,0.806,119.705,audio_features,spotify:track:7vQbuQcyTflfCIOu3Uzzya,https://api.spotify.com/v1/tracks/7vQbuQcyTflfCIOu3Uzzya,https://api.spotify.com/v1/audio-analysis/7vQbuQcyTflfCIOu3Uzzya,130973,4,1,6
Wham!,Last Christmas,2FRnf9qhLbvw8fu4IBXx78,0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682,audio_features,spotify:track:2FRnf9qhLbvw8fu4IBXx78,https://api.spotify.com/v1/tracks/2FRnf9qhLbvw8fu4IBXx78,https://api.spotify.com/v1/audio-analysis/2FRnf9qhLbvw8fu4IBXx78,262960,4,1,3
Burl Ives,A Holly Jolly Christmas,77khP2fIVhSW23NwxrRluh,0.683,0.375,0,-13.056,1,0.0303,0.579,0.0,0.076,0.888,140.467,audio_features,spotify:track:77khP2fIVhSW23NwxrRluh,https://api.spotify.com/v1/tracks/77khP2fIVhSW23NwxrRluh,https://api.spotify.com/v1/audio-analysis/77khP2fIVhSW23NwxrRluh,135533,4,1,1
Andy Williams,It's The Most Wonderful Time Of The Year,5hslUAKq9I9CG2bAulFkHN,0.24,0.598,7,-8.435,1,0.0369,0.766,0.0,0.117,0.776,201.629,audio_features,spotify:track:5hslUAKq9I9CG2bAulFkHN,https://api.spotify.com/v1/tracks/5hslUAKq9I9CG2bAulFkHN,https://api.spotify.com/v1/audio-analysis/5hslUAKq9I9CG2bAulFkHN,151933,3,1,2
Dean Martin,"Let It Snow, Let It Snow, Let It Snow!",2uFaJJtFpPDc5Pa95XzTvg,0.451,0.24,1,-14.014,1,0.0351,0.912,2.45e-06,0.175,0.701,134.009,audio_features,spotify:track:2uFaJJtFpPDc5Pa95XzTvg,https://api.spotify.com/v1/tracks/2uFaJJtFpPDc5Pa95XzTvg,https://api.spotify.com/v1/audio-analysis/2uFaJJtFpPDc5Pa95XzTvg,117147,4,1,1
Jose Feliciano,Feliz Navidad,0oPdaY4dXtc3ZsaG17V972,0.513,0.831,2,-9.004,1,0.0383,0.55,0.0,0.336,0.963,148.837,audio_features,spotify:track:0oPdaY4dXtc3ZsaG17V972,https://api.spotify.com/v1/tracks/0oPdaY4dXtc3ZsaG17V972,https://api.spotify.com/v1/audio-analysis/0oPdaY4dXtc3ZsaG17V972,182067,4,1,4
Jack Harlow,Lovin On Me,4xhsWYTOGcal8zt0J161CU,0.943,0.558,2,-4.911,1,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,audio_features,spotify:track:4xhsWYTOGcal8zt0J161CU,https://api.spotify.com/v1/tracks/4xhsWYTOGcal8zt0J161CU,https://api.spotify.com/v1/audio-analysis/4xhsWYTOGcal8zt0J161CU,138411,4,1,3
The Ronettes,Sleigh Ride,5ASM6Qjiav2xPe7gRkQMsQ,0.529,0.772,2,-7.013,1,0.0287,0.403,2.21e-06,0.316,0.853,91.751,audio_features,spotify:track:5ASM6Qjiav2xPe7gRkQMsQ,https://api.spotify.com/v1/tracks/5ASM6Qjiav2xPe7gRkQMsQ,https://api.spotify.com/v1/audio-analysis/5ASM6Qjiav2xPe7gRkQMsQ,181267,4,1,5
Ariana Grande,Santa Tell Me,0lizgQ7Qw35od7CYaoMBZb,0.525,0.621,7,-7.364,1,0.116,0.0489,0.0,0.294,0.591,191.9,audio_features,spotify:track:0lizgQ7Qw35od7CYaoMBZb,https://api.spotify.com/v1/tracks/0lizgQ7Qw35od7CYaoMBZb,https://api.spotify.com/v1/audio-analysis/0lizgQ7Qw35od7CYaoMBZb,204093,4,1,2
"Nat ""King"" Cole",The Christmas Song (Merry Christmas To You),4PS1e8f2LvuTFgUs1Cn3ON,0.319,0.21,1,-15.231,1,0.0341,0.92,8.06e-05,0.138,0.209,78.696,audio_features,spotify:track:4PS1e8f2LvuTFgUs1Cn3ON,https://api.spotify.com/v1/tracks/4PS1e8f2LvuTFgUs1Cn3ON,https://api.spotify.com/v1/audio-analysis/4PS1e8f2LvuTFgUs1Cn3ON,192160,4,1,0
Kelly Clarkson,Underneath The Tree,3YZE5qDV7u1ZD1gZc47ZeR,0.509,0.812,8,-5.439,1,0.0537,0.00128,1.99e-05,0.214,0.689,159.878,audio_features,spotify:track:3YZE5qDV7u1ZD1gZc47ZeR,https://api.spotify.com/v1/tracks/3YZE5qDV7u1ZD1gZc47ZeR,https://api.spotify.com/v1/audio-analysis/3YZE5qDV7u1ZD1gZc47ZeR,229640,4,1,2
Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,White Christmas,5mM1jHHXhKc0ZYi0R8EOLn,0.261,0.185,9,-16.526,1,0.0362,0.94,0.00108,0.155,0.138,94.566,audio_features,spotify:track:5mM1jHHXhKc0ZYi0R8EOLn,https://api.spotify.com/v1/tracks/5mM1jHHXhKc0ZYi0R8EOLn,https://api.spotify.com/v1/audio-analysis/5mM1jHHXhKc0ZYi0R8EOLn,203600,4,1,5
Darlene Love,Christmas (Baby Please Come Home),46pF1zFimM582ss1PrMy68,0.325,0.759,8,-7.146,1,0.053,0.395,0.000362,0.0773,0.36,126.627,audio_features,spotify:track:46pF1zFimM582ss1PrMy68,https://api.spotify.com/v1/tracks/46pF1zFimM582ss1PrMy68,https://api.spotify.com/v1/audio-analysis/46pF1zFimM582ss1PrMy68,166453,4,1,6
Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins,Jingle Bells,4HEOgBHRCExyYVeTyrXsnL,0.512,0.339,8,-13.119,1,0.0498,0.727,0.0,0.0977,0.951,174.609,audio_features,spotify:track:4HEOgBHRCExyYVeTyrXsnL,https://api.spotify.com/v1/tracks/4HEOgBHRCExyYVeTyrXsnL,https://api.spotify.com/v1/audio-analysis/4HEOgBHRCExyYVeTyrXsnL,120693,4,1,2
Nat King Cole,Deck The Halls,1TH5fhztFZmUGWaCXmZ6ie,0.645,0.451,9,-8.892,1,0.0372,0.653,0.0,0.0708,0.965,107.178,audio_features,spotify:track:1TH5fhztFZmUGWaCXmZ6ie,https://api.spotify.com/v1/tracks/1TH5fhztFZmUGWaCXmZ6ie,https://api.spotify.com/v1/audio-analysis/1TH5fhztFZmUGWaCXmZ6ie,68800,4,1,3
Elvis Presley,Blue Christmas,3QiAAp20rPC3dcAtKtMaqQ,0.465,0.27,4,-16.661,1,0.0425,0.9,0.00104,0.145,0.58,94.518,audio_features,spotify:track:3QiAAp20rPC3dcAtKtMaqQ,https://api.spotify.com/v1/tracks/3QiAAp20rPC3dcAtKtMaqQ,https://api.spotify.com/v1/audio-analysis/3QiAAp20rPC3dcAtKtMaqQ,129173,4,1,5
Taylor Swift,Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,audio_features,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,https://api.spotify.com/v1/tracks/1BxfuPKGuaTgP7aM0Bbdwr,https://api.spotify.com/v1/audio-analysis/1BxfuPKGuaTgP7aM0Bbdwr,178427,4,1,2
Eartha Kitt With Henri Rene And His Orchestra,Santa Baby,1foCxQtxBweJtZmdxhEHVO,0.7,0.139,8,-12.346,1,0.0607,0.902,0.0,0.185,0.49,84.485,audio_features,spotify:track:1foCxQtxBweJtZmdxhEHVO,https://api.spotify.com/v1/tracks/1foCxQtxBweJtZmdxhEHVO,https://api.spotify.com/v1/audio-analysis/1foCxQtxBweJtZmdxhEHVO,206067,4,1,0
Gene Autry,Here Comes Santa Claus (Right Down Santa Claus Lane),25leEEaz1gIpp7o21Fqyjo,0.834,0.371,1,-11.99,1,0.0358,0.799,0.0,0.275,0.976,96.628,audio_features,spotify:track:25leEEaz1gIpp7o21Fqyjo,https://api.spotify.com/v1/tracks/25leEEaz1gIpp7o21Fqyjo,https://api.spotify.com/v1/audio-analysis/25leEEaz1gIpp7o21Fqyjo,150267,4,1,5
Chuck Berry,Run Rudolph Run,2pnPe4pJtq7689i5ydzvJJ,0.681,0.715,7,-10.609,0,0.0912,0.812,9.43e-06,0.0777,0.957,152.132,audio_features,spotify:track:2pnPe4pJtq7689i5ydzvJJ,https://api.spotify.com/v1/tracks/2pnPe4pJtq7689i5ydzvJJ,https://api.spotify.com/v1/audio-analysis/2pnPe4pJtq7689i5ydzvJJ,165733,4,1,4
Michael Buble,It's Beginning To Look A Lot Like Christmas,5a1iz510sv2W9Dt1MvFd5R,0.339,0.214,4,-11.714,1,0.0375,0.908,7.47e-06,0.341,0.363,94.775,audio_features,spotify:track:5a1iz510sv2W9Dt1MvFd5R,https://api.spotify.com/v1/tracks/5a1iz510sv2W9Dt1MvFd5R,https://api.spotify.com/v1/audio-analysis/5a1iz510sv2W9Dt1MvFd5R,206640,3,1,5
Tate McRae,Greedy,3rUGC1vUpkDG9CZFHMur1t,0.75,0.733,6,-3.18,0,0.0319,0.256,0.0,0.114,0.844,111.018,audio_features,spotify:track:3rUGC1vUpkDG9CZFHMur1t,https://api.spotify.com/v1/tracks/3rUGC1vUpkDG9CZFHMur1t,https://api.spotify.com/v1/audio-analysis/3rUGC1vUpkDG9CZFHMur1t,131872,1,1,3
The Beach Boys,Little Saint Nick,75dfH68JDisE8dDaD4KlVY,0.546,0.655,6,-7.015,1,0.0456,0.464,0.0,0.0791,0.961,129.385,audio_features,spotify:track:75dfH68JDisE8dDaD4KlVY,https://api.spotify.com/v1/tracks/75dfH68JDisE8dDaD4KlVY,https://api.spotify.com/v1/audio-analysis/75dfH68JDisE8dDaD4KlVY,130680,4,1,6
Paul McCartney,Wonderful Christmastime,1SV1fxF65n9NhRHp3KlBuu,0.774,0.511,11,-8.914,1,0.0319,0.322,0.0,0.0672,0.771,94.736,audio_features,spotify:track:1SV1fxF65n9NhRHp3KlBuu,https://api.spotify.com/v1/tracks/1SV1fxF65n9NhRHp3KlBuu,https://api.spotify.com/v1/audio-analysis/1SV1fxF65n9NhRHp3KlBuu,227653,4,1,5
Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,It's Beginning To Look A Lot Like Christmas,2pXpURmn6zC5ZYDMms6fwa,0.724,0.276,7,-12.25,1,0.0599,0.76,0.0,0.116,0.718,112.874,audio_features,spotify:track:2pXpURmn6zC5ZYDMms6fwa,https://api.spotify.com/v1/tracks/2pXpURmn6zC5ZYDMms6fwa,https://api.spotify.com/v1/audio-analysis/2pXpURmn6zC5ZYDMms6fwa,155933,4,1,3
Eagles,Please Come Home For Christmas,3QIoEi8Enr9uHffwInGIsC,0.612,0.289,9,-11.568,1,0.0421,0.599,0.00266,0.0561,0.466,183.18,audio_features,spotify:track:3QIoEi8Enr9uHffwInGIsC,https://api.spotify.com/v1/tracks/3QIoEi8Enr9uHffwInGIsC,https://api.spotify.com/v1/audio-analysis/3QIoEi8Enr9uHffwInGIsC,177440,3,1,2
Doja Cat,Paint The Town Red,2IGMVunIBsBLtEQyoI1Mu7,0.868,0.538,5,-8.603,1,0.174,0.269,3.34e-06,0.0901,0.732,99.968,audio_features,spotify:track:2IGMVunIBsBLtEQyoI1Mu7,https://api.spotify.com/v1/tracks/2IGMVunIBsBLtEQyoI1Mu7,https://api.spotify.com/v1/audio-analysis/2IGMVunIBsBLtEQyoI1Mu7,231750,4,1,5
Jackson 5,Santa Claus Is Comin' To Town,2QpN1ZVw8eJO5f7WcvUA1k,0.692,0.762,0,-4.867,1,0.0342,0.424,1.27e-05,0.181,0.961,146.673,audio_features,spotify:track:2QpN1ZVw8eJO5f7WcvUA1k,https://api.spotify.com/v1/tracks/2QpN1ZVw8eJO5f7WcvUA1k,https://api.spotify.com/v1/audio-analysis/2QpN1ZVw8eJO5f7WcvUA1k,144013,4,1,4
Zach Bryan Featuring Kacey Musgraves,I Remember Everything,4KULAymBBJcPRpk1yO4dOG,0.429,0.453,0,-7.746,1,0.0459,0.554,2e-06,0.102,0.155,77.639,audio_features,spotify:track:4KULAymBBJcPRpk1yO4dOG,https://api.spotify.com/v1/tracks/4KULAymBBJcPRpk1yO4dOG,https://api.spotify.com/v1/audio-analysis/4KULAymBBJcPRpk1yO4dOG,227196,4,1,0
Tyla,Water,5aIVCx5tnk0ntmdiinnYvw,0.673,0.722,3,-3.495,0,0.0755,0.0856,0.0,0.137,0.519,117.187,audio_features,spotify:track:5aIVCx5tnk0ntmdiinnYvw,https://api.spotify.com/v1/tracks/5aIVCx5tnk0ntmdiinnYvw,https://api.spotify.com/v1/audio-analysis/5aIVCx5tnk0ntmdiinnYvw,200256,4,1,6
Thurl Ravenscroft,"You're A Mean One, Mr. Grinch",4qP2V09IpTct5A1ZSnr1zh,0.517,0.484,2,-10.93,0,0.318,0.952,0.0075,0.129,0.42,141.914,audio_features,spotify:track:4qP2V09IpTct5A1ZSnr1zh,https://api.spotify.com/v1/tracks/4qP2V09IpTct5A1ZSnr1zh,https://api.spotify.com/v1/audio-analysis/4qP2V09IpTct5A1ZSnr1zh,315707,3,1,1
Donny Hathaway,This Christmas,38xhBO2AKrJnjdjVnhJES6,0.634,0.645,5,-9.2,1,0.0376,0.292,0.0,0.246,0.677,93.047,audio_features,spotify:track:38xhBO2AKrJnjdjVnhJES6,https://api.spotify.com/v1/tracks/38xhBO2AKrJnjdjVnhJES6,https://api.spotify.com/v1/audio-analysis/38xhBO2AKrJnjdjVnhJES6,231173,4,1,5
Doja Cat,Agora Hills,7dJYggqjKo71KI9sLzqCs8,0.75,0.674,8,-6.128,0,0.097,0.228,8.91e-05,0.122,0.392,123.026,audio_features,spotify:track:7dJYggqjKo71KI9sLzqCs8,https://api.spotify.com/v1/tracks/7dJYggqjKo71KI9sLzqCs8,https://api.spotify.com/v1/audio-analysis/7dJYggqjKo71KI9sLzqCs8,265360,4,1,6
Morgan Wallen,Last Night,59uQI0PADDKeE6UZDTJEe8,0.517,0.675,6,-5.382,1,0.0357,0.459,0.0,0.151,0.518,203.853,audio_features,spotify:track:59uQI0PADDKeE6UZDTJEe8,https://api.spotify.com/v1/tracks/59uQI0PADDKeE6UZDTJEe8,https://api.spotify.com/v1/audio-analysis/59uQI0PADDKeE6UZDTJEe8,163855,4,1,2
Justin Bieber,Mistletoe,7xapw9Oy21WpfEcib2ErSA,0.657,0.56,6,-9.049,0,0.0467,0.498,0.0,0.0794,0.854,161.993,audio_features,spotify:track:7xapw9Oy21WpfEcib2ErSA,https://api.spotify.com/v1/tracks/7xapw9Oy21WpfEcib2ErSA,https://api.spotify.com/v1/audio-analysis/7xapw9Oy21WpfEcib2ErSA,182947,4,1,2
Andy Williams,Happy Holiday / The Holiday Season,3sDdyBHQ60Cs1opmIyRvhp,0.505,0.451,9,-10.193,0,0.0329,0.727,0.0,0.233,0.744,74.347,audio_features,spotify:track:3sDdyBHQ60Cs1opmIyRvhp,https://api.spotify.com/v1/tracks/3sDdyBHQ60Cs1opmIyRvhp,https://api.spotify.com/v1/audio-analysis/3sDdyBHQ60Cs1opmIyRvhp,156867,4,1,0
Vince Guaraldi Trio,Christmastime Is Here,6NQchnlpozM5o4n6WfDznd,0.336,0.17,5,-17.225,1,0.0327,0.957,0.661,0.0929,0.102,140.481,audio_features,spotify:track:6NQchnlpozM5o4n6WfDznd,https://api.spotify.com/v1/tracks/6NQchnlpozM5o4n6WfDznd,https://api.spotify.com/v1/audio-analysis/6NQchnlpozM5o4n6WfDznd,369707,3,1,1
Jonas Brothers,Like It's Christmas,1OjmlSFuzYflWjSMTCyTJv,0.725,0.571,1,-6.007,1,0.102,0.0183,0.0,0.0519,0.61,146.035,audio_features,spotify:track:1OjmlSFuzYflWjSMTCyTJv,https://api.spotify.com/v1/tracks/1OjmlSFuzYflWjSMTCyTJv,https://api.spotify.com/v1/audio-analysis/1OjmlSFuzYflWjSMTCyTJv,200880,4,1,4
Michael Buble,Have Yourself A Merry Little Christmas,1DnSNqCQM3LUxqFuXt184Q,0.275,0.276,9,-11.395,1,0.0321,0.602,0.00167,0.121,0.195,68.764,audio_features,spotify:track:1DnSNqCQM3LUxqFuXt184Q,https://api.spotify.com/v1/tracks/1DnSNqCQM3LUxqFuXt184Q,https://api.spotify.com/v1/audio-analysis/1DnSNqCQM3LUxqFuXt184Q,230307,3,1,0
John & Yoko/The Plastic Ono Band With The Harlem Community Choir,Happy Xmas (War Is Over),1x0NszvaftnHtijIId3ivk,0.183,0.664,2,-4.383,1,0.042,0.148,2.12e-06,0.919,0.4,179.825,audio_features,spotify:track:1x0NszvaftnHtijIId3ivk,https://api.spotify.com/v1/tracks/1x0NszvaftnHtijIId3ivk,https://api.spotify.com/v1/audio-analysis/1x0NszvaftnHtijIId3ivk,210787,3,1,2
Jackson 5,I Saw Mommy Kissing Santa Claus,15sxLiiChE5dCW3Y756oas,0.583,0.712,3,-8.222,1,0.0538,0.263,1.02e-06,0.817,0.614,128.897,audio_features,spotify:track:15sxLiiChE5dCW3Y756oas,https://api.spotify.com/v1/tracks/15sxLiiChE5dCW3Y756oas,https://api.spotify.com/v1/audio-analysis/15sxLiiChE5dCW3Y756oas,181267,4,1,6
Morgan Wallen,Thinkin' Bout Me,0PAcdVzhPO4gq1Iym9ESnK,0.656,0.757,3,-5.775,0,0.0308,0.492,0.0,0.117,0.429,139.971,audio_features,spotify:track:0PAcdVzhPO4gq1Iym9ESnK,https://api.spotify.com/v1/tracks/0PAcdVzhPO4gq1Iym9ESnK,https://api.spotify.com/v1/audio-analysis/0PAcdVzhPO4gq1Iym9ESnK,177388,4,1,1
Gene Autry & The Pinafores,Rudolph The Red-Nosed Reindeer,34MC0a5RRdXsfOEPAKiEd9,0.635,0.167,8,-14.019,1,0.0458,0.867,0.0,0.285,0.675,141.161,audio_features,spotify:track:34MC0a5RRdXsfOEPAKiEd9,https://api.spotify.com/v1/tracks/34MC0a5RRdXsfOEPAKiEd9,https://api.spotify.com/v1/audio-analysis/34MC0a5RRdXsfOEPAKiEd9,186427,4,1,1
Ed Sheeran & Elton John,Merry Christmas,3bH2Eu9A9ymI4UnGHRmoXg,0.594,0.935,0,-2.018,1,0.0357,0.243,2.36e-06,0.102,0.602,113.99,audio_features,spotify:track:3bH2Eu9A9ymI4UnGHRmoXg,https://api.spotify.com/v1/tracks/3bH2Eu9A9ymI4UnGHRmoXg,https://api.spotify.com/v1/audio-analysis/3bH2Eu9A9ymI4UnGHRmoXg,208547,4,1,3
Luke Combs,Fast Car,1Lo0QY9cvc8sUB2vnIOxDT,0.712,0.603,8,-5.52,1,0.0262,0.186,0.0,0.115,0.67,97.994,audio_features,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT,https://api.spotify.com/v1/tracks/1Lo0QY9cvc8sUB2vnIOxDT,https://api.spotify.com/v1/audio-analysis/1Lo0QY9cvc8sUB2vnIOxDT,265493,4,1,5
Teddy Swims,Lose Control,6usohdchdzW9oML7VC4Uhk,0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,audio_features,spotify:track:6usohdchdzW9oML7VC4Uhk,https://api.spotify.com/v1/tracks/6usohdchdzW9oML7VC4Uhk,https://api.spotify.com/v1/audio-analysis/6usohdchdzW9oML7VC4Uhk,210689,3,1,2
Taylor Swift,Is It Over Now? (Taylor's Version) [From The Vault],1Iq8oo9XkmmvCQiGOfORiz,0.596,0.658,0,-7.346,1,0.036,0.0504,0.0,0.127,0.176,100.012,audio_features,spotify:track:1Iq8oo9XkmmvCQiGOfORiz,https://api.spotify.com/v1/tracks/1Iq8oo9XkmmvCQiGOfORiz,https://api.spotify.com/v1/audio-analysis/1Iq8oo9XkmmvCQiGOfORiz,229478,4,1,5
Perry Como With Mitchell Ayers And His Orchestra,(There's No Place Like) Home For The Holidays (1954),2GapxG7BxK55ihQRAlR39e,0.532,0.401,5,-10.629,1,0.0525,0.869,0.0,0.222,0.45,143.823,audio_features,spotify:track:2GapxG7BxK55ihQRAlR39e,https://api.spotify.com/v1/tracks/2GapxG7BxK55ihQRAlR39e,https://api.spotify.com/v1/audio-analysis/2GapxG7BxK55ihQRAlR39e,178293,4,1,4
Paul Russell,Lil Boo Thang,0cVyQfDyRnMJ0V3rjjdlU3,0.85,0.699,0,-3.292,1,0.0776,0.152,0.0,0.32,0.915,114.481,audio_features,spotify:track:0cVyQfDyRnMJ0V3rjjdlU3,https://api.spotify.com/v1/tracks/0cVyQfDyRnMJ0V3rjjdlU3,https://api.spotify.com/v1/audio-analysis/0cVyQfDyRnMJ0V3rjjdlU3,114234,4,1,3
Drake Featuring Sexyy Red & SZA,Rich Baby Daddy,1yeB8MUNeLo9Ek1UEpsyz6,0.645,0.729,2,-4.56,1,0.0528,0.0377,0.0,0.384,0.142,146.01,audio_features,spotify:track:1yeB8MUNeLo9Ek1UEpsyz6,https://api.spotify.com/v1/tracks/1yeB8MUNeLo9Ek1UEpsyz6,https://api.spotify.com/v1/audio-analysis/1yeB8MUNeLo9Ek1UEpsyz6,319192,4,1,4
Nicki Minaj,FTCU,1a73gcEg6h6Re6hHXoVltJ,0.928,0.458,11,-6.751,1,0.187,0.0175,0.000446,0.118,0.242,144.995,audio_features,spotify:track:1a73gcEg6h6Re6hHXoVltJ,https://api.spotify.com/v1/tracks/1a73gcEg6h6Re6hHXoVltJ,https://api.spotify.com/v1/audio-analysis/1a73gcEg6h6Re6hHXoVltJ,172138,4,1,4
Noah Kahan,Stick Season,0mflMxspEfB0VbI1kyLiAv,0.662,0.488,9,-6.894,1,0.0682,0.782,0.0,0.102,0.817,117.913,audio_features,spotify:track:0mflMxspEfB0VbI1kyLiAv,https://api.spotify.com/v1/tracks/0mflMxspEfB0VbI1kyLiAv,https://api.spotify.com/v1/audio-analysis/0mflMxspEfB0VbI1kyLiAv,182347,4,1,6
Nicki Minaj Featuring Lil Uzi Vert,Everybody,5ZJGv7aGdIr9IGpxzSG18T,0.736,0.769,11,-5.546,0,0.258,0.027,0.0,0.23,0.388,137.947,audio_features,spotify:track:5ZJGv7aGdIr9IGpxzSG18T,https://api.spotify.com/v1/tracks/5ZJGv7aGdIr9IGpxzSG18T,https://api.spotify.com/v1/audio-analysis/5ZJGv7aGdIr9IGpxzSG18T,180870,4,1,1
Chris Stapleton,White Horse,7MSWxMumjz6lHj7oRApNbg,0.353,0.77,1,-11.066,0,0.0493,0.0016,0.598,0.109,0.224,145.225,audio_features,spotify:track:7MSWxMumjz6lHj7oRApNbg,https://api.spotify.com/v1/tracks/7MSWxMumjz6lHj7oRApNbg,https://api.spotify.com/v1/audio-analysis/7MSWxMumjz6lHj7oRApNbg,267893,4,1,4
Drake Featuring J. Cole,First Person Shooter,7aqfrAY2p9BUSiupwk3svU,0.47,0.64,2,-7.779,1,0.32,0.0277,0.0,0.382,0.248,163.92,audio_features,spotify:track:7aqfrAY2p9BUSiupwk3svU,https://api.spotify.com/v1/tracks/7aqfrAY2p9BUSiupwk3svU,https://api.spotify.com/v1/audio-analysis/7aqfrAY2p9BUSiupwk3svU,247444,4,1,2
Miley Cyrus,Used To Be Young,41WQUSINanQHfhfKpFDsms,0.451,0.632,4,-3.843,1,0.0475,0.6,0.0,0.139,0.455,147.06,audio_features,spotify:track:41WQUSINanQHfhfKpFDsms,https://api.spotify.com/v1/tracks/41WQUSINanQHfhfKpFDsms,https://api.spotify.com/v1/audio-analysis/41WQUSINanQHfhfKpFDsms,190461,4,1,4
Dua Lipa,Houdini,4OMJGnvZfDvsePyCwRGO7X,0.744,0.789,9,-4.876,0,0.059,0.0036,0.00144,0.0947,0.866,116.985,audio_features,spotify:track:4OMJGnvZfDvsePyCwRGO7X,https://api.spotify.com/v1/tracks/4OMJGnvZfDvsePyCwRGO7X,https://api.spotify.com/v1/audio-analysis/4OMJGnvZfDvsePyCwRGO7X,185918,4,1,6
"Usher, Summer Walker & 21 Savage",Good Good,0J1YRLYhTG1MBosjidD7OI,0.753,0.669,7,-4.914,0,0.104,0.0378,0.0,0.122,0.584,140.948,audio_features,spotify:track:0J1YRLYhTG1MBosjidD7OI,https://api.spotify.com/v1/tracks/0J1YRLYhTG1MBosjidD7OI,https://api.spotify.com/v1/audio-analysis/0J1YRLYhTG1MBosjidD7OI,247469,4,1,1
Nate Smith,World On Fire,5ya0TmUQw2wHMkq36rPsnd,0.461,0.887,11,-4.871,0,0.0429,0.000219,0.0,0.104,0.411,95.964,audio_features,spotify:track:5ya0TmUQw2wHMkq36rPsnd,https://api.spotify.com/v1/tracks/5ya0TmUQw2wHMkq36rPsnd,https://api.spotify.com/v1/audio-analysis/5ya0TmUQw2wHMkq36rPsnd,189987,4,1,5
Xavi,La Diabla,0R6NfOiLzLj4O5VbYSJAjf,0.751,0.819,11,-4.372,0,0.0409,0.255,0.0,0.236,0.697,131.842,audio_features,spotify:track:0R6NfOiLzLj4O5VbYSJAjf,https://api.spotify.com/v1/tracks/0R6NfOiLzLj4O5VbYSJAjf,https://api.spotify.com/v1/audio-analysis/0R6NfOiLzLj4O5VbYSJAjf,172264,3,1,1
Warren Zeiders,Pretty Little Poison,2gT2iF1YK5r54A2PDEXVv8,0.518,0.557,1,-4.839,1,0.0332,0.0258,2.46e-06,0.156,0.216,111.865,audio_features,spotify:track:2gT2iF1YK5r54A2PDEXVv8,https://api.spotify.com/v1/tracks/2gT2iF1YK5r54A2PDEXVv8,https://api.spotify.com/v1/audio-analysis/2gT2iF1YK5r54A2PDEXVv8,218160,3,1,3
Victoria Monet,On My Mama,7DswEZZthZ6piQpL25qGAM,0.675,0.546,4,-7.716,0,0.0511,0.556,0.00441,0.167,0.607,77.415,audio_features,spotify:track:7DswEZZthZ6piQpL25qGAM,https://api.spotify.com/v1/tracks/7DswEZZthZ6piQpL25qGAM,https://api.spotify.com/v1/audio-analysis/7DswEZZthZ6piQpL25qGAM,184258,4,1,0
Mitski,My Love Mine All Mine,3vkCueOmm7xQDoJ17W1Pm3,0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,audio_features,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,https://api.spotify.com/v1/tracks/3vkCueOmm7xQDoJ17W1Pm3,https://api.spotify.com/v1/audio-analysis/3vkCueOmm7xQDoJ17W1Pm3,137773,4,1,3
Tate McRae,Exes,0HD8mbiPjp3o94X3EaZp0o,0.838,0.569,5,-6.324,0,0.0621,0.152,0.000136,0.102,0.551,136.965,audio_features,spotify:track:0HD8mbiPjp3o94X3EaZp0o,https://api.spotify.com/v1/tracks/0HD8mbiPjp3o94X3EaZp0o,https://api.spotify.com/v1/audio-analysis/0HD8mbiPjp3o94X3EaZp0o,159400,4,1,1
